id,jobFilingNumber,borough,house_number,street_name,address,zip_code,job_type,permit_status,filing_date,issuance_date,job_description,estimated_job_costs,owner_name,owner_business_name,applicant_business_name,applicant_license,latitude,longitude,community_board,council_district,census_tract,nta,source
dob-now-S01373268-I1,S01373268-I1,STATEN ISLAND,133,MAIN STREET,133 MAIN STREET,10314,Alteration,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-27T19:46:19.000Z,2 Family | Floor Number(s) 002 through 002,129075,FOUR BRIDGES CONSTRUCTION & RENOVAT,FOUR BRIDGES CONSTRUCTION & RENOVAT,FOUR BRIDGES CONSTRUCTION & RENOVAT,017560,40.511669,-74.249378,503,51,248,Tottenville-Charleston,NYC DOB NOW Build Job Application Filings
dob-now-Q01025456-S4,Q01025456-S4,QUEENS,133-08,95 AVENUE,133-08 95 AVENUE,11554,Alteration CO,Approved,2026-03-27T04:00:00.000Z,2026-04-02T17:34:39.000Z,2 Family | Floor Number(s) 1 through 1,5000,PR,PR,PR,102653,40.69568,-73.815527,409,29,152,South Richmond Hill,NYC DOB NOW Build Job Application Filings
dob-now-Q01270005-S1,Q01270005-S1,QUEENS,133-36,37 AVENUE,133-36 37 AVENUE,11021,Alteration,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-30T17:14:13.000Z,"Other | Floor Number(s) 001 through 001, Sub-Cellar",39000,2FS SCG RETAIL LLC,2FS SCG RETAIL LLC,2FS SCG RETAIL LLC,093795,,,407,,,,NYC DOB NOW Build Job Application Filings
dob-now-Q01270005-S3,Q01270005-S3,QUEENS,133-36,37 AVENUE,133-36 37 AVENUE,11021,Alteration,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-30T16:56:24.000Z,Other | Floor Number(s) 001 through 001,25000,2FS SCG RETAIL LLC,2FS SCG RETAIL LLC,2FS SCG RETAIL LLC,093795,,,407,,,,NYC DOB NOW Build Job Application Filings
dob-now-B01378945-I1,B01378945-I1,BROOKLYN,1337,STERLING PLACE,1337 STERLING PLACE,11432,ALT-CO - New Building with Existing Elements to Remain,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-31T22:42:02.000Z,Other,751740,1337 Sterling Place LLC,1337 Sterling Place LLC,1337 Sterling Place LLC,104414,40.671682,-73.934524,308,36,345,Crown Heights (North),NYC DOB NOW Build Job Application Filings
dob-now-B01374813-I1,B01374813-I1,BROOKLYN,134,DEGRAW STREET,134 DEGRAW STREET,21157,Alteration,Permit Entire,2026-03-27T04:00:00.000Z,2026-04-14T18:16:42.000Z,"Other | Basement/Sub-basement, Open Space",25000,Not Applicable,Not Applicable,Not Applicable,106161,40.685578,-74.001832,306,39,51,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,NYC DOB NOW Build Job Application Filings
dob-now-S01343161-S1,S01343161-S1,STATEN ISLAND,134,RAMBLEWOOD AVENUE,134 RAMBLEWOOD AVENUE,10309,New Building,Approved,2026-03-27T04:00:00.000Z,2026-04-01T23:45:52.000Z,"2 Family | Floor Number(s)-2-SO-7431-S01343161-I1, Basement-SO-8438-S01343161-I1, Basement-SO-9159-S01343161-I1",0,STOUT HOMES INC,STOUT HOMES INC,STOUT HOMES INC,033343,40.545454,-74.154942,503,51,15601,Great Kills-Eltingville,NYC DOB NOW Build Job Application Filings
dob-now-B01366759-S2,B01366759-S2,BROOKLYN,1347,73 STREET,1347 73 STREET,07010,Alteration,Permit Entire,2026-03-27T04:00:00.000Z,2026-04-01T21:23:54.000Z,2 Family | Open Space,10000,Not Applicable,Not Applicable,Not Applicable,035914,40.620837,-74.005158,310,38,198,Dyker Heights,NYC DOB NOW Build Job Application Filings
dob-now-M01339770-I1,M01339770-I1,MANHATTAN,1350,AVENUE OF THE AMERICAS,1350 AVENUE OF THE AMERICAS,11101,Alteration,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-30T22:14:25.000Z,Other | Floor Number(s) 1 through 1,32400,SL GREEN REALTY CORP,SL GREEN REALTY CORP,SL GREEN REALTY CORP,074142,40.762731,-73.978341,105,04,104,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-X01312159-S1,X01312159-S1,BRONX,1352,PROSPECT AVENUE,1352 PROSPECT AVENUE,07458,New Building,Incomplete,2026-03-27T04:00:00.000Z,2026-04-03T21:13:29.000Z,Other | Open Space,0,Not Applicable,Not Applicable,Not Applicable,027556,40.830046,-73.897297,203,17,151,Morrisania,NYC DOB NOW Build Job Application Filings
dob-now-X01312159-S2,X01312159-S2,BRONX,1352,PROSPECT AVENUE,1352 PROSPECT AVENUE,07458,New Building,Incomplete,2026-03-27T04:00:00.000Z,2026-04-02T13:31:40.000Z,"Other | Floor Number(s)-1-SO-9685-X01312159-I1, Floor Number(s)-1-SO-1415-X01312159-I1, Floor Number(s)-2-SO",0,Not Applicable,Not Applicable,Not Applicable,027556,40.830046,-73.897297,203,17,151,Morrisania,NYC DOB NOW Build Job Application Filings
dob-now-X01312159-I1,X01312159-I1,BRONX,1352,PROSPECT AVENUE,1352 PROSPECT AVENUE,07458,New Building,Chief Plan Examiner/ Assistant Chief Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-04-14T23:35:56.000Z,Other,0,Not Applicable,Not Applicable,Not Applicable,027556,40.830046,-73.897297,203,17,151,Morrisania,NYC DOB NOW Build Job Application Filings
dob-now-M01371976-S1,M01371976-S1,MANHATTAN,1356,3 AVENUE,1356 3 AVENUE,44115,Alteration,Approved,2026-03-27T04:00:00.000Z,2026-04-01T02:21:47.000Z,Other | Floor Number(s) 001 through 002,703000,COLLIERS,COLLIERS,COLLIERS,110237,40.773186,-73.958108,108,04,140,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01371976-S2,M01371976-S2,MANHATTAN,1356,3 AVENUE,1356 3 AVENUE,44115,Alteration,Approved,2026-03-27T04:00:00.000Z,2026-03-27T18:56:37.000Z,Other | Floor Number(s) 001 through 002,107000,COLLIERS,COLLIERS,COLLIERS,110237,40.773186,-73.958108,108,04,140,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01371976-S4,M01371976-S4,MANHATTAN,1356,3 AVENUE,1356 3 AVENUE,100180000,Alteration,Approved,2026-03-27T04:00:00.000Z,2026-03-30T23:44:49.000Z,Other | Floor Number(s) 001 through 002,26000,COLLIERS,COLLIERS,COLLIERS,072030,40.773186,-73.958108,108,04,140,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01371976-S3,M01371976-S3,MANHATTAN,1356,3 AVENUE,1356 3 AVENUE,44115,Alteration,Approved,2026-03-27T04:00:00.000Z,2026-03-27T18:58:30.000Z,Other | Floor Number(s) 001 through 002,65000,COLLIERS,COLLIERS,COLLIERS,110237,40.773186,-73.958108,108,04,140,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-S01379572-I1,S01379572-I1,STATEN ISLAND,1358,FOREST HILL ROAD,1358 FOREST HILL ROAD,10306,New Building,Objections,2026-03-27T04:00:00.000Z,2026-04-14T19:43:22.000Z,2 Family,0,WALLACE AVENUE CONST.LLC,WALLACE AVENUE CONST.LLC,WALLACE AVENUE CONST.LLC,014258,40.586253,-74.146284,502,51,27704,New Springville-Willowbrook-Bulls Head-Travis,NYC DOB NOW Build Job Application Filings
dob-now-S01343166-S1,S01343166-S1,STATEN ISLAND,136,RAMBLEWOOD AVENUE,136 RAMBLEWOOD AVENUE,10309,New Building,Approved,2026-03-27T04:00:00.000Z,2026-04-01T22:37:04.000Z,"2 Family | Basement-SO-2229-S01343166-I1, Basement-SO-2841-S01343166-I1, Floor Number(s)-1-SO-4494-S01343166-I1",0,STOUT HOMES INC,STOUT HOMES INC,STOUT HOMES INC,033343,40.545487,-74.154974,503,51,15601,Great Kills-Eltingville,NYC DOB NOW Build Job Application Filings
dob-now-S01379570-I1,S01379570-I1,STATEN ISLAND,1360,FOREST HILL ROAD,1360 FOREST HILL ROAD,10306,New Building,Objections,2026-03-27T04:00:00.000Z,2026-04-07T19:50:25.000Z,2 Family,0,WALLACE AVENUE CONST.LLC,WALLACE AVENUE CONST.LLC,WALLACE AVENUE CONST.LLC,014258,40.585907,-74.146517,502,51,27704,New Springville-Willowbrook-Bulls Head-Travis,NYC DOB NOW Build Job Application Filings
dob-now-X01113999-P4,X01113999-P4,BRONX,1363,FRANKLIN AVENUE,1363 FRANKLIN AVENUE,07070,Alteration,Approved,2026-03-27T04:00:00.000Z,2026-03-27T23:35:35.000Z,"Other | Open Space, Sidewalk",5000,COMMUNITY ACCESS INC,COMMUNITY ACCESS INC,COMMUNITY ACCESS INC,104807,40.833104,-73.900928,203,16,149,Morrisania,NYC DOB NOW Build Job Application Filings
dob-now-S01379436-I1,S01379436-I1,STATEN ISLAND,1364,FOREST HILL ROAD,1364 FOREST HILL ROAD,10306,New Building,Objections,2026-03-27T04:00:00.000Z,2026-04-06T23:12:34.000Z,2 Family,0,WALLACE AVENUE CONST.LLC,WALLACE AVENUE CONST.LLC,WALLACE AVENUE CONST.LLC,014258,,,502,,,,NYC DOB NOW Build Job Application Filings
dob-now-M01338073-P1,M01338073-P1,MANHATTAN,1370,BROADWAY,1370 BROADWAY,11375,Alteration,Approved,2026-03-27T04:00:00.000Z,2026-03-30T22:21:56.000Z,"Other | Cellar, Floor Number(s) 001 through 001, Mezzanine 001 through 002",120550,"20 W 33RD ST. PROPERTY OWNER, LLC","20 W 33RD ST. PROPERTY OWNER, LLC","20 W 33RD ST. PROPERTY OWNER, LLC",093450,40.751875,-73.987541,105,04,109,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-M01376025-S1,M01376025-S1,MANHATTAN,1375,BROADWAY,1375 BROADWAY,10001,Alteration,Approved,2026-03-27T04:00:00.000Z,2026-03-30T23:07:05.000Z,"Other | Floor Number(s) 015 through 018, Roof",300000,"20 W 33RD ST. PROPERTY OWNER, LLC","20 W 33RD ST. PROPERTY OWNER, LLC","20 W 33RD ST. PROPERTY OWNER, LLC",066709,40.752328,-73.987461,105,03,109,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-M01376025-I1,M01376025-I1,MANHATTAN,1375,BROADWAY,1375 BROADWAY,10018,Alteration,Approved,2026-03-27T04:00:00.000Z,2026-03-30T19:34:08.000Z,Other | Floor Number(s) 015 through 018,3238450,"20 W 33RD ST. PROPERTY OWNER, LLC","20 W 33RD ST. PROPERTY OWNER, LLC","20 W 33RD ST. PROPERTY OWNER, LLC",030307,40.752328,-73.987461,105,03,109,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-B01375088-I1,B01375088-I1,BROOKLYN,138,73 STREET,138 73 STREET,11417,Alteration,Objections,2026-03-27T04:00:00.000Z,2026-04-14T23:35:15.000Z,1 Family | Open Space,60000,Not Applicable,Not Applicable,Not Applicable,016879,40.633961,-74.032012,310,47,36,Bay Ridge,NYC DOB NOW Build Job Application Filings
dob-now-S01343171-S1,S01343171-S1,STATEN ISLAND,138,RAMBLEWOOD AVENUE,138 RAMBLEWOOD AVENUE,10309,New Building,Approved,2026-03-27T04:00:00.000Z,2026-03-30T22:48:08.000Z,"2 Family | Basement-SO-7286-S01343171-I1, Floor Number(s)-1-SO-3168-S01343171-I1, Floor Number(s)-2-SO-3672-S01",0,STOUT HOMES INC,STOUT HOMES INC,STOUT HOMES INC,033343,40.545881,-74.15536,503,51,15601,Great Kills-Eltingville,NYC DOB NOW Build Job Application Filings
dob-now-M01379384-I1,M01379384-I1,MANHATTAN,138,WEST   72 STREET,138 WEST   72 STREET,11218,Alteration,Permit Entire,2026-03-27T04:00:00.000Z,2026-04-09T23:18:03.000Z,Other | Floor Number(s) 1 through 1,160000,KIZNER ASSOCIATES INC.,KIZNER ASSOCIATES INC.,KIZNER ASSOCIATES INC.,039820,40.778001,-73.980217,107,06,157,Upper West Side-Lincoln Square,NYC DOB NOW Build Job Application Filings
dob-now-Q01375903-S4,Q01375903-S4,QUEENS,138-50,QUEENS BOULEVARD,138-50 QUEENS BOULEVARD,10038,New Building,Objections,2026-03-27T04:00:00.000Z,2026-04-13T17:56:12.000Z,"Other | Floor Number(s)-1-SO-8534-Q01375903-I1, Floor Number(s)-1-SO-2389-Q01375903-I1, Floor Number(s)-1-SO",0,SD BUILDERS AND CONSTRUCTION LLC,SD BUILDERS AND CONSTRUCTION LLC,SD BUILDERS AND CONSTRUCTION LLC,096363,40.707562,-73.81755,408,24,214,Jamaica Hills-Briarwood,NYC DOB NOW Build Job Application Filings
dob-now-Q01375903-I1,Q01375903-I1,QUEENS,138-50,QUEENS BOULEVARD,138-50 QUEENS BOULEVARD,10901,New Building,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-04-07T00:49:38.000Z,Other,0,SD BUILDERS AND CONSTRUCTION LLC,SD BUILDERS AND CONSTRUCTION LLC,SD BUILDERS AND CONSTRUCTION LLC,032789,40.707562,-73.81755,408,24,214,Jamaica Hills-Briarwood,NYC DOB NOW Build Job Application Filings
dob-now-X01302638-I1,X01302638-I1,BRONX,14,METROPOLITAN OVAL,14 METROPOLITAN OVAL,10001,Alteration,Objections,2026-03-27T04:00:00.000Z,2026-04-13T17:47:44.000Z,Other | Facade,294700,Private Owner,N/A,N/A,102029,40.838366,-73.859171,209,18,21002,Parkchester,NYC DOB NOW Build Job Application Filings
dob-now-B01376971-I1,B01376971-I1,BROOKLYN,14,RYERSON STREET,14 RYERSON STREET,12205,Alteration CO,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-04-01T01:50:09.000Z,Other,2145900,YS DEVELOPERS LLC,YS DEVELOPERS LLC,YS DEVELOPERS LLC,043228,40.697162,-73.9657,302,35,211,Fort Greene,NYC DOB NOW Build Job Application Filings
dob-now-B01365516-S4,B01365516-S4,BROOKLYN,1405,ATLANTIC AVENUE,1405 ATLANTIC AVENUE,10017,New Building,Approved,2026-03-27T04:00:00.000Z,2026-04-08T23:53:09.000Z,Other | Floor Number(s) 001 through 001,0,NYC Parks,NYC Parks,NYC Parks,079764,40.678922,-73.943112,303,36,271,Bedford-Stuyvesant (East),NYC DOB NOW Build Job Application Filings
dob-now-B01365516-I1,B01365516-I1,BROOKLYN,1405,ATLANTIC AVENUE,1405 ATLANTIC AVENUE,10016,New Building,Objections,2026-03-27T04:00:00.000Z,2026-04-08T23:51:40.000Z,Other,0,NYC Parks,NYC Parks,NYC Parks,024454,40.678922,-73.943112,303,36,271,Bedford-Stuyvesant (East),NYC DOB NOW Build Job Application Filings
dob-now-X01192568-P2,X01192568-P2,BRONX,1407,NELSON AVENUE,1407 NELSON AVENUE,11598,ALT-CO - New Building with Existing Elements to Remain,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-04-10T20:13:28.000Z,Other,2058670.3,Nelson Sunshine,Nelson Sunshine,Nelson Sunshine,031922,40.842452,-73.922039,204,16,21302,Mount Eden-Claremont (West),NYC DOB NOW Build Job Application Filings
dob-now-B01360885-I1,B01360885-I1,BROOKLYN,140A,58 STREET,140A 58 STREET,10005,Alteration,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-31T18:54:04.000Z,Other | Floor Number(s) 1 through 1,1750457,NYC ECONOMIC DEVELOPMENT CORP,NYC ECONOMIC DEVELOPMENT CORP,NYC ECONOMIC DEVELOPMENT CORP,086911,40.645338,-74.022864,307,38,1804,Sunset Park (West),NYC DOB NOW Build Job Application Filings
dob-now-B01376386-I1,B01376386-I1,BROOKLYN,140A,58 STREET,140A 58 STREET,11215,Alteration,Objections,2026-03-27T04:00:00.000Z,2026-04-14T18:15:12.000Z,Other | Roof,14000000,NYC ECONOMIC DEVELOPMENT CORP,NYC ECONOMIC DEVELOPMENT CORP,NYC ECONOMIC DEVELOPMENT CORP,032771,40.645338,-74.022864,307,38,1804,Sunset Park (West),NYC DOB NOW Build Job Application Filings
dob-now-S01343370-I1,S01343370-I1,STATEN ISLAND,141,DUTCHESS AVENUE,141 DUTCHESS AVENUE,10304,Alteration,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-30T22:51:56.000Z,1 Family | Floor Number(s) 1 through 1,96500,PR,PR,PR,019756,40.59578,-74.100517,502,50,17702,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,NYC DOB NOW Build Job Application Filings
dob-now-Q01353843-I1,Q01353843-I1,QUEENS,141-15,78 AVENUE,141-15 78 AVENUE,07039,Alteration,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-31T17:54:06.000Z,"Other | Cellar, Floor Number(s) 1 through 1",1445000,RB REALTY CAPITAL LLC,RB REALTY CAPITAL LLC,RB REALTY CAPITAL LLC,024673,40.719416,-73.820545,408,24,77903,Kew Gardens Hills,NYC DOB NOW Build Job Application Filings
dob-now-Q01353843-S4,Q01353843-S4,QUEENS,141-15,78 AVENUE,141-15 78 AVENUE,10036,Alteration,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-31T17:55:13.000Z,"Other | Cellar, Sub-cellar #1",91000,RB REALTY CAPITAL LLC,RB REALTY CAPITAL LLC,RB REALTY CAPITAL LLC,092770,40.719416,-73.820545,408,24,77903,Kew Gardens Hills,NYC DOB NOW Build Job Application Filings
dob-now-Q01280970-S5,Q01280970-S5,QUEENS,141-25,BEACH CHANNEL DRIVE,141-25 BEACH CHANNEL DRIVE,11694,New Building,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-30T16:55:19.000Z,"1 Family | Floor Number(s)-3-SO-5111-Q01280970-I1, Floor Number(s)-1-SO-4290-Q01280970-I1, Floor Number(s)-2-SO",0,"Beach Channel Drive Lot, LLC","Beach Channel Drive Lot, LLC","Beach Channel Drive Lot, LLC",028075,40.576913,-73.861026,414,32,922,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,NYC DOB NOW Build Job Application Filings
dob-now-Q01280970-S1,Q01280970-S1,QUEENS,141-25,BEACH CHANNEL DRIVE,141-25 BEACH CHANNEL DRIVE,11694,New Building,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-30T16:54:20.000Z,"1 Family | Floor Number(s)-3-SO-5111-Q01280970-I1, Ground Floor-SO-8137-Q01280970-I1, Floor Number(s)-1-SO-4290",0,"Beach Channel Drive Lot, LLC","Beach Channel Drive Lot, LLC","Beach Channel Drive Lot, LLC",028075,40.576913,-73.861026,414,32,922,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,NYC DOB NOW Build Job Application Filings
dob-now-B01345246-P2,B01345246-P2,BROOKLYN,1410,59 STREET,1410 59 STREET,11423,Alteration,Approved,2026-03-27T04:00:00.000Z,2026-03-31T18:27:25.000Z,1 Family | Open Space,1000,PLATINUM SERVICES NY LLC,PLATINUM SERVICES NY LLC,PLATINUM SERVICES NY LLC,108976,40.627798,-73.995263,312,44,242,Borough Park,NYC DOB NOW Build Job Application Filings
dob-now-M01355544-S2,M01355544-S2,MANHATTAN,1411,5 AVENUE,1411 5 AVENUE,07604,Alteration,Objections,2026-03-27T04:00:00.000Z,2026-04-01T15:24:10.000Z,"Other | Cellar, Floor Number(s) 001 through 005, Roof",54000,PR,PR,PR,076598,40.800371,-73.946663,111,08,184,East Harlem (North),NYC DOB NOW Build Job Application Filings
dob-now-M01355544-S1,M01355544-S1,MANHATTAN,1411,5 AVENUE,1411 5 AVENUE,07604,Alteration,Objections,2026-03-27T04:00:00.000Z,2026-03-31T23:19:30.000Z,"Other | Cellar, Floor Number(s) 001 through 005",180000,PR,PR,PR,076598,40.800371,-73.946663,111,08,184,East Harlem (North),NYC DOB NOW Build Job Application Filings
dob-now-M01208042-Z3,M01208042-Z3,MANHATTAN,142,GREENE STREET,142 GREENE STREET,10011,ALT-CO - New Building with Existing Elements to Remain,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-04-01T01:24:39.000Z,Other | Floor Number(s) 1 through 5,1000000,Immobiliare,Immobiliare,Immobiliare,028431,40.725356,-73.999037,102,01,49,SoHo-Little Italy-Hudson Square,NYC DOB NOW Build Job Application Filings
dob-now-M01330637-S2,M01330637-S2,MANHATTAN,1429,5 AVENUE,1429 5 AVENUE,07604,Alteration,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-27T17:59:49.000Z,"Other | Cellar, Floor Number(s) 001 through 006, Roof",283500,PR,PR,PR,076598,40.800999,-73.946204,111,09,184,East Harlem (North),NYC DOB NOW Build Job Application Filings
dob-now-M01330637-S1,M01330637-S1,MANHATTAN,1429,5 AVENUE,1429 5 AVENUE,07604,Alteration,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-27T16:55:56.000Z,"Other | Cellar, Floor Number(s) 001 through 006",505000,PR,PR,PR,076598,40.800999,-73.946204,111,09,184,East Harlem (North),NYC DOB NOW Build Job Application Filings
dob-now-M01330637-S3,M01330637-S3,MANHATTAN,1429,5 AVENUE,1429 5 AVENUE,07604,Alteration,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-27T18:01:07.000Z,Other | Cellar,212500,PR,PR,PR,076598,40.800999,-73.946204,111,09,184,East Harlem (North),NYC DOB NOW Build Job Application Filings
dob-now-Q00651672-P9,Q00651672-P9,QUEENS,143-26,84 ROAD,143-26 84 ROAD,11375,New Building,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-04-14T00:24:04.000Z,Other,500000,Not Applicable,Not Applicable,Not Applicable,033616,40.712811,-73.813229,408,24,232,Jamaica Hills-Briarwood,NYC DOB NOW Build Job Application Filings
dob-now-Q01249723-P1,Q01249723-P1,QUEENS,143-61,230 STREET,143-61 230 STREET,11220,ALT-CO - New Building with Existing Elements to Remain,Objections,2026-03-27T04:00:00.000Z,2026-04-13T17:02:29.000Z,2 Family,800389,PARKSIDE REALTY GROUP LLC,PARKSIDE REALTY GROUP LLC,PARKSIDE REALTY GROUP LLC,091710,40.663567,-73.748389,413,31,680,Springfield Gardens (South)-Brookville,NYC DOB NOW Build Job Application Filings
dob-now-X01370755-I1,X01370755-I1,BRONX,1430,PARKCHESTER ROAD,1430 PARKCHESTER ROAD,12569,Alteration,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-04-13T21:48:35.000Z,"Other | Lobby, Open Space",275132,Private Owner,N/A,N/A,079413,40.835897,-73.859701,209,18,212,Parkchester,NYC DOB NOW Build Job Application Filings
dob-now-M01379593-I1,M01379593-I1,MANHATTAN,1435,BROADWAY,1435 BROADWAY,11222,Alteration,Permit Entire,2026-03-27T04:00:00.000Z,2026-04-06T22:56:47.000Z,Other,0,PR,PR,PR,005765,40.75454,-73.986808,105,03,113,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-B01372268-I1,B01372268-I1,BROOKLYN,144,BROOKLYN NAVY YARD,144 BROOKLYN NAVY YARD,10001,Alteration CO,Objections,2026-03-27T04:00:00.000Z,2026-04-14T19:35:31.000Z,Other,2034560,BROOKLYN NAVY YARD,BROOKLYN NAVY YARD,BROOKLYN NAVY YARD,017944,40.698723,-73.976371,302,33,543,Brooklyn Navy Yard,NYC DOB NOW Build Job Application Filings
dob-now-M01375101-I1,M01375101-I1,MANHATTAN,144,WEST   15 STREET,144 WEST   15 STREET,10007,Alteration,Permit Entire,2026-03-27T04:00:00.000Z,2026-03-30T19:48:49.000Z,Other | Open Space,2500,REPUBLIC SCAFFOLD & HOIST CORP,REPUBLIC SCAFFOLD & HOIST CORP,REPUBLIC SCAFFOLD & HOIST CORP,100790,40.738676,-73.99786,104,03,81,Chelsea-Hudson Yards,NYC DOB NOW Build Job Application Filings
dob-now-Q01374178-I1,Q01374178-I1,QUEENS,144-28,FARMERS BOULEVARD,144-28 FARMERS BOULEVARD,10462,Alteration,Permit Entire,2026-03-27T04:00:00.000Z,2026-04-04T00:21:33.000Z,1 Family | Roof,47150,Not Applicable,Not Applicable,Not Applicable,094110,40.667756,-73.766616,412,28,330,Springfield Gardens (North)-Rochdale Village,NYC DOB NOW Build Job Application Filings
dob-now-X01323411-I1,X01323411-I1,BRONX,1440,WOOD ROAD,1440 WOOD ROAD,10001,Alteration,Approved,2026-03-27T04:00:00.000Z,2026-04-14T22:26:29.000Z,Other | Roof,431475,Private Owner,N/A,N/A,102029,40.836106,-73.862259,209,18,21602,Parkchester,NYC DOB NOW Build Job Application Filings
dob-now-B01263182-I1,B01263182-I1,BROOKLYN,1442,BUSHWICK AVENUE,1442 BUSHWICK AVENUE,08753,Alteration CO,Objections,2026-03-27T04:00:00.000Z,2026-04-14T19:20:21.000Z,2 Family,16600,PR,PR,PR,037138,40.683933,-73.908382,304,37,403,Bushwick (East),NYC DOB NOW Build Job Application Filings
dob-now-B01358352-S4,B01358352-S4,BROOKLYN,1449,50 STREET,1449 50 STREET,10281,New Building,Chief Plan Examiner/ Assistant Chief Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-04-13T23:12:29.000Z,"Other | Cellar, Floor Number(s) 001 through 006, Roof",0,CONGREGATION ATERES TZVI,CONGREGATION ATERES TZVI,CONGREGATION ATERES TZVI,090248,40.632486,-73.989404,312,44,236,Borough Park,NYC DOB NOW Build Job Application Filings
dob-now-B01236312-P1,B01236312-P1,BROOKLYN,1456,BEDFORD AVENUE,1456 BEDFORD AVENUE,11415,New Building,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-04-06T21:51:30.000Z,"Other | Cellar-SO-9331-B01236312-I1, Cellar-SO-5558-B01236312-I1",0,AB+R CONSTRUCTION CORPORATION,AB+R CONSTRUCTION CORPORATION,AB+R CONSTRUCTION CORPORATION,089068,40.67336,-73.954108,308,35,219,Crown Heights (North),NYC DOB NOW Build Job Application Filings
dob-now-Q01373322-I1,Q01373322-I1,QUEENS,146-06,GEORGIA ROAD,146-06 GEORGIA ROAD,11357,New Building,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-31T15:34:50.000Z,2 Family,0,Not Applicable,Not Applicable,Not Applicable,042806,40.754375,-73.816141,407,20,1201,East Flushing,NYC DOB NOW Build Job Application Filings
dob-now-Q01377106-I1,Q01377106-I1,QUEENS,146-37,BROOKVILLE BOULEVARD,146-37 BROOKVILLE BOULEVARD,10462,Alteration,Permit Entire,2026-03-27T04:00:00.000Z,2026-04-02T17:35:51.000Z,2 Family | Roof,20250,N/A,N/A,N/A,094110,40.658815,-73.744352,413,31,66402,Rosedale,NYC DOB NOW Build Job Application Filings
dob-now-X01323402-I1,X01323402-I1,BRONX,1469,EAST AVENUE,1469 EAST AVENUE,10001,Alteration,Approved,2026-03-27T04:00:00.000Z,2026-04-15T00:11:01.000Z,Other | Facade,52179,Private Owner,N/A,N/A,102029,40.83674,-73.860183,209,18,212,Parkchester,NYC DOB NOW Build Job Application Filings
dob-now-B01371977-I1,B01371977-I1,BROOKLYN,148,GRATTAN STREET,148 GRATTAN STREET,10306,Alteration,Plan Examiner Review,2026-03-27T04:00:00.000Z,2026-03-31T21:13:56.000Z,"Other | Roof, Roof",14400,Not Applicable,Not Applicable,Not Applicable,105880,40.706361,-73.927291,301,34,453,East Williamsburg,NYC DOB NOW Build Job Application Filings
dob-now-M01233059-P1,M01233059-P1,MANHATTAN,148,LAFAYETTE STREET,148 LAFAYETTE STREET,10036,Alteration,Approved,2026-03-27T04:00:00.000Z,2026-03-30T20:14:22.000Z,Other | Floor Number(s) 10 through 13,186576,Not Applicable,Not Applicable,Not Applicable,071143,40.719325,-73.999733,102,01,45,SoHo-Little Italy-Hudson Square,NYC DOB NOW Build Job Application Filings
dob-now-X01302682-I1,X01302682-I1,BRONX,1490,EAST AVENUE,1490 EAST AVENUE,10001,Alteration,Objections,2026-03-27T04:00:00.000Z,2026-04-15T00:48:31.000Z,Other | Facade,154190,Private Owner,N/A,N/A,102029,40.836992,-73.860042,209,18,212,Parkchester,NYC DOB NOW Build Job Application Filings
